No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
163,SDSS J141815.92+523256.4,14h18m15.9000s,+52d32m56.500s,214.56625,52.54902777778,G,61159.759979206,0.204007,SLS,14,0,23,5,7,4,0,0,0,1
164,WISEA J141807.57+523118.5,14h18m07.5739s,+52d31m18.542s,214.5315579,52.5218173,G,19727.1831552824,0.0658028,SLS,15,0,29,8,7,0,0,0,1,0
165,SDSS J141730.21+523033.3,14h17m30.2200s,+52d30m33.300s,214.37591666667,52.50925,G,51824.5220299591,0.172867998,SLS,13,0,18,8,8,0,0,0,0,1
166,SDSS J141730.01+523412.5,14h17m30.0158s,+52d34m12.968s,214.37506583333,52.57026888889,G,86370.2071498,0.2881,SUN,11,0,27,7,6,4,0,0,0,0
167,WISEA J142009.54+542639.0,14h20m09.5435s,+54d26m39.069s,215.0397646,54.444186,QSO,175045.518509162,0.583889,SLS,42,0,44,13,17,9,0,1,0,1
168,SBS 1215+521,12h17m36.6646s,+51d55m10.340s,184.4027693,51.9195389,QSO,666438.634134,2.223,SLS,67,1,64,31,23,6,0,2,0,1
169,SBS 1510+517,15h11m33.6673s,+51d35m04.344s,227.8902806237,51.5845402509,QSO,0.0,0.0,SLS,5,0,11,3,2,4,0,1,0,0
170,SBS 1212+558,12h14m41.0376s,+55d36m34.353s,183.67099,55.6095426,G,40446.799263528,0.134916,SUN,27,0,66,14,7,10,0,1,1,1
171,ZTF20aaqpzao,13h04m21.8520s,+56d08m17.222s,196.0910502,56.1381173,QSO,89338.152484,0.298,SLS,49,0,61,16,17,8,0,1,0,1
172,ZTF21aaplbpm,15h43m59.4351s,+53d59m03.195s,235.9976463,53.984221,QSO,709719.281565265,2.3673687,SLS,94,3,90,25,28,8,0,4,1,3
173,WISEA J011459.49+001444.6,01h14m59.4936s,+00d14m44.772s,18.74789,0.24577,G,12765.8355959158,0.042582244,SLS,14,0,56,12,7,8,0,0,0,1
174,WISEA J011508.12+001257.4,01h15m08.1244s,+00d12m57.780s,18.783852,0.21605,G,13607.879461078,0.045391,SLS,6,0,36,8,1,4,0,0,0,0
175,WISEA J011516.34+001407.4,01h15m16.3454s,+00d14m07.422s,18.8181061,0.235395,G,13014.4181058251,0.043411426,SLS,24,0,38,17,8,2,0,2,1,1
176,WISEA J011518.79+001451.7,01h15m18.7932s,+00d14m51.746s,18.828305,0.2477074,G,14030.586826858,0.046801,SLS,7,0,28,6,1,4,0,0,0,0
177,WISEA J011530.89+001846.8,01h15m30.8959s,+00d18m46.847s,18.8787329,0.3130133,G,14559.720515228,0.048566,SUN,28,0,73,17,12,10,0,1,1,1
178,WISEA J011448.72+001347.9,01h14m48.7240s,+00d13m47.988s,18.7030167,0.2299969,G,13838.8791433257,0.046161532,SLS,36,0,65,17,14,10,1,3,2,1
179,WISEA J011516.16+000941.3,01h15m16.1664s,+00d09m41.398s,18.8173601,0.1614996,G,18057.1871694462,0.060232293,SLS,22,0,61,14,8,8,0,0,0,1
180,WISEA J011516.29+001834.5,01h15m16.3344s,+00d18m34.056s,18.81806,0.30946,G,12978.347377071,0.043291107,SLS,26,0,34,11,6,4,0,0,0,1
181,WISEA J011526.61+001219.1,01h15m26.6167s,+00d12m19.145s,18.8609031,0.2053181,G,13024.1130941244,0.043443765,SLS,32,0,74,18,12,10,0,2,1,1
182,WISEA J011532.71+000421.4,01h15m32.7129s,+00d04m21.425s,18.886304,0.0726181,G,14018.474012385,0.046760596,SLS,23,0,59,13,8,8,0,0,0,1
183,2MFGC 00952,01h15m51.3240s,+00d08m48.804s,18.96385,0.14689,G,11797.5332376894,0.039352335,SLS,40,0,48,21,16,6,4,3,1,1
184,WISEA J011624.44-000800.7,01h16m24.4470s,-00d08m00.705s,19.1018625,-0.1335294,G,52950.2223238619,0.17662293,SLS,24,0,54,10,8,8,0,1,0,1
185,WISEA J011522.23-000930.4,01h15m22.2360s,-00d09m30.431s,18.84265,-0.1584532,G,5196.00000000001,0.017331990386496,SLS,28,0,70,18,11,6,0,2,1,1
186,WISEA J011510.88-000659.8,01h15m10.8806s,-00d06m59.872s,18.795336,-0.1166313,G,13083.9555660431,0.043643378,SLS,19,0,72,11,6,10,0,2,1,1
187,WISEA J011500.27+000151.4,01h15m00.2747s,+00d01m51.413s,18.7511447,0.0309483,G,14898.0411007603,0.049694516,SLS,31,0,62,17,13,10,0,1,1,1
188,WISEA J011411.45+000950.5,01h14m11.4517s,+00d09m50.580s,18.5477155,0.1640501,G,13419.9995276494,0.0447643,SLS,13,0,42,11,5,6,0,1,1,1
189,WISEA J011647.51+001840.4,01h16m47.5158s,+00d18m40.416s,19.1979825,0.3112269,G,23137.9939001383,0.07718004,SLS,23,0,57,12,8,6,0,1,1,1
190,WISEA J011355.56+003403.0,01h13m55.6224s,+00d34m03.216s,18.48176,0.56756,G,12545.0111694851,0.041845653,SLS,25,0,42,12,8,4,0,2,0,1
191,HPS 389,12h36m41.6568s,+62d12m38.700s,189.17357,62.21075,G,776481.652937312,2.590064,SLS,39,2,65,9,21,0,0,0,2,0
192,HETDEX J114709.39+504526.6,11h47m09.3931s,+50d45m26.571s,176.789138,50.757381,RadioS,635654.745376728,2.120316,SLS,6,0,5,3,1,0,0,0,0,0
193,GALEXASC J012023.39+000147.8,01h20m23.4956s,+00d01m48.033s,20.0978984,0.0300092,G,3637.98147783,0.012135,SUN,11,0,9,8,3,0,0,2,0,1
194,WISEA J013035.81+005128.9,01h30m35.8130s,+00d51m28.923s,22.6492212,0.8580343,G,8111.64072797662,0.027057521,SLS,8,0,57,13,7,8,0,0,0,3
195,GOODS J123644.07+621410.4,12h36m44.0797s,+62d14m10.096s,189.1836654,62.2361379,G,681721.154265466,2.273977,SLS,36,2,38,8,18,0,0,0,2,0
196,HPS 425,12h36m51.0613s,+62d13m20.676s,189.2127558,62.2224101,G,60192.629509698,0.200781,SLS,39,1,75,13,22,0,0,0,0,0
197,S-CANDELS J123649.44+621346.8,12h36m49.4376s,+62d13m46.812s,189.20599,62.22967,G,26762.4736550166,0.0892700031,UUN,49,0,70,8,20,0,0,0,0,0
198,HPS 419,12h36m50.0800s,+62d14m00.900s,189.208666666667,62.2335833333333,G,670425.8738254,2.2363,UUN,43,1,61,14,25,0,0,0,2,0
199,HPS 415,12h36m49.5054s,+62d14m21.309s,189.2062725,62.2392527,G,1007302.65888,3.36,PSE,11,0,5,6,12,0,0,0,0,0
200,GOODS J123655.14+621311.8,12h36m55.1490s,+62d13m11.330s,189.2297875,62.21981388889,G,96200.4045457521,0.320890009,UUN,16,0,22,3,4,0,0,0,0,0
201,HPS 423,12h36m50.8231s,+62d12m55.941s,189.2117631,62.2155392,G,96464.2228081695,0.321770012,UUN,29,1,35,6,18,0,0,0,0,0
202,HPS 442,12h36m58.0704s,+62d13m00.336s,189.24196,62.21676,G,96053.5035432,0.3204,UUN,33,1,57,8,17,0,0,0,0,0
203,S-CANDELS J123656.35+621241.0,12h36m56.3520s,+62d12m41.040s,189.2348,62.2114,*,0.0,0.0,SLS,19,0,38,9,15,0,0,0,0,0
204,HPS 402,12h36m46.9700s,+62d12m26.500s,189.19570833333,62.20736111111,G,890383.60026,2.97,SUN,28,2,30,3,4,0,0,0,1,0
205,HETDEX J123641.44+621144.8,12h36m41.3730s,+62d11m44.200s,189.1723875,62.19561111111,G,681383.587957758,2.272851,SLS,3,0,4,2,1,0,0,0,0,0
206,WISEA J011255.88+004409.8,01h12m55.8869s,+00d44m09.857s,18.2328621,0.7360714,QSO,554915.839758,1.851,SLS,28,0,37,11,11,4,0,2,0,1
207,WISEA J012239.10+000530.0,01h22m39.1076s,+00d05m30.057s,20.6629487,0.0916826,QSO,272061.595676508,0.9074998,SLS,44,0,45,16,26,8,0,1,0,1
208,HPS 396,12h36m43.9800s,+62d12m50.000s,189.18325,62.2138888888889,G,166984.399106,0.557,SUN,68,2,101,17,27,0,0,0,0,0
209,SDSS J123643.72+621356.8,12h36m43.7640s,+62d13m56.568s,189.18235,62.23238,G,60357.2173678947,0.201330006,UUN,20,0,59,10,18,4,0,0,0,0
210,SBS 1116+518,11h19m38.0194s,+51d33m15.580s,169.9084144,51.5543278,G,32126.958969112,0.107164,SLS,60,1,59,21,25,4,0,1,0,1
211,WISEA J111847.08+514445.5,11h18m47.0850s,+51d44m45.571s,169.6961878,51.745992,G,23987.593734412,0.080014,SLS,2,0,33,4,1,4,0,0,0,0
212,WISEA J111847.68+514514.1,11h18m47.6815s,+51d45m14.131s,169.6986733,51.7539254,G,72375.9701584745,0.24142025,SLS,2,0,18,5,2,0,0,0,0,0
213,WISEA J161646.51+533248.2,16h16m46.5113s,+53d32m48.256s,244.1937974,53.5467379,*,0.0,0.0,SLS,2,0,23,4,1,4,0,0,0,0
214,WISEA J110148.20+502257.7,11h01m48.2032s,+50d22m58.702s,165.450847,50.382973,G,41763.787531522,0.139309,SLS,14,0,63,6,3,10,0,0,1,1
215,WISEA J105944.80+521349.5,10h59m44.8095s,+52d13m49.540s,164.9367063,52.2304278,G,64026.67525506,0.21357,SLS,3,0,33,4,1,4,0,0,0,0
216,WISEA J105945.77+521355.2,10h59m45.7743s,+52d13m55.296s,164.9407264,52.2320267,G,72517.996835452,0.241894,SLS,3,0,33,4,1,4,0,0,0,0
217,WISEA J123652.89+621444.1,12h36m52.8839s,+62d14m44.076s,189.22034958333,62.24557666667,G,96318.220283614,0.321283,SLS,67,3,146,32,41,4,0,0,0,0
218,WISEA J123621.56+621226.9,12h36m21.5700s,+62d12m26.600s,189.089875,62.2073888888889,G,119458.304936354,0.398470014,UUN,25,0,84,11,19,4,0,0,0,0
219,ACS-GC 50015706,12h36m29.9928s,+62d12m24.084s,189.12497,62.20669,G,123088.790103772,0.410580009,UUN,17,0,49,12,28,0,0,0,0,0
220,SDSS J123631.16+621236.5,12h36m31.2100s,+62d12m36.500s,189.130041666667,62.2101388888889,G,136987.164259558,0.456939995,UUN,32,0,93,12,25,4,0,0,0,0
221,GALEXASC J123633.13+621133.4,12h36m33.1498s,+62d11m34.090s,189.13812416667,62.19280277778,G,23632.6383549079,0.0788299963,UUN,22,0,49,8,18,0,0,0,0,0
222,SDSS J123633.73+621156.6,12h36m33.7512s,+62d11m56.364s,189.14063,62.19899,G,137481.823614012,0.458590001,UUN,18,0,65,7,14,4,0,0,0,0
223,HSG J123651.12+621031.1,12h36m51.1223s,+62d10m30.955s,189.21300958333,62.17526527778,G,122887.924360233,0.409909993,UUN,67,2,126,24,32,0,0,0,0,0
224,SDSS J123652.45+621035.8,12h36m52.4784s,+62d10m35.544s,189.21866,62.17654,G,96041.5133438423,0.320360005,UUN,16,0,54,7,15,4,0,0,0,0
225,SDSS J123653.57+621524.9,12h36m53.5738s,+62d15m24.939s,189.2232245,62.2569277,*,-313.73580522158,-0.00104651,SLS,15,0,50,10,17,4,0,0,0,0
226,SDSS J123658.36+621548.5,12h36m58.4100s,+62d15m48.600s,189.243375,62.2635,G,136861.250228028,0.456519991,UUN,25,0,71,11,18,4,0,0,0,0
227,SDSS J123704.01+621523.0,12h37m04.0368s,+62d15m23.364s,189.26682,62.25649,G,112700.982033657,0.375930011,UUN,21,0,61,7,14,3,0,0,0,0
228,WISEA J123709.88+621524.2,12h37m09.8685s,+62d15m23.976s,189.2911189,62.2566601,G,60279.869114976,0.201072,SLS,19,0,71,11,16,4,0,0,0,0
229,SDSS J123717.24+621356.4,12h37m17.2896s,+62d13m56.532s,189.32204,62.23237,G,100835.191449545,0.336349994,UUN,23,0,75,9,17,4,0,0,0,0
230,SDSS J123708.31+621055.9,12h37m08.3663s,+62d10m56.049s,189.28485958333,62.18223583333,G,126736.362242126,0.422747,SLS,62,2,140,25,30,4,0,0,0,0
231,WISEA J144103.63+534042.3,14h41m03.6318s,+53d40m42.348s,220.2651325,53.6784301,VisS,731493.59752,2.44,SLS,13,0,28,8,5,4,0,0,0,0
232,WISEA J011000.11+000753.6,01h10m00.1437s,+00d07m53.778s,17.500599,0.131605,UvES,-52.5374410863663,-0.00017524604,SLS,2,0,25,6,2,4,0,0,0,1
233,WISEA J011932.86+000837.2,01h19m32.8639s,+00d08m37.285s,19.8869331,0.1436904,QSO,54192.2984524509,0.18076605,SLS,25,0,61,16,12,8,0,1,0,2
234,WISEA J012659.96+000500.8,01h26m59.9670s,+00d05m00.808s,21.7498625,0.0835579,UvES,0.0,0.0,SLS,2,0,22,4,1,4,0,0,0,0
235,SDSS J005435.87+002322.7,00h54m35.8725s,+00d23m22.737s,13.649469,0.38964936,G,25873.6708304084,0.086305276,SLS,3,0,15,3,2,4,0,0,0,1
236,SDSS J011131.87-005644.5,01h11m31.8767s,-00d56m44.510s,17.8828199346,-0.9456974019,G,127251.105892512,0.424464,SLS,2,0,19,3,1,4,0,0,0,0
237,HETDEX J011146.31-010416.3,01h11m46.3000s,-01d04m17.300s,17.94291666667,-1.07147222222,G,87316.651939706,0.291257,SLS,2,0,0,2,1,0,0,0,0,0
238,WISEA J011206.15-010031.3,01h12m06.1597s,-01d00m31.308s,18.0256658,-1.0086969,G,89316.267634566,0.297927,SLS,2,0,27,3,1,4,0,0,0,0
239,HETDEX J015740.76+003828.1,01h57m40.6400s,+00d38m29.500s,29.41933333333,0.64152777778,G,78313.584633508,0.261226,SLS,2,0,0,2,1,0,0,0,0,0
240,SDSS J123639.84+621002.0,12h36m39.8688s,+62d10m01.632s,189.16612,62.16712,G,41012.807424232,0.136804,SLS,11,0,47,5,9,4,0,0,0,0
241,HPS 414,12h36m49.0656s,+62d15m12.168s,189.20444,62.25338,G,137004.853513542,0.456999,SLS,18,0,32,8,18,0,0,0,0,0
242,SDSS J123630.87+621433.4,12h36m30.8736s,+62d14m33.432s,189.12864,62.24262,G,131381.04439558,0.438239992,UUN,22,0,74,11,22,4,0,0,0,0
243,SDSS J123651.63+620954.5,12h36m51.6528s,+62d09m54.432s,189.21522,62.16512,G,40822.73900586,0.13617,UUN,16,0,49,8,14,4,0,0,0,0
244,2MASS J10002295+0213126,10h00m22.9480s,+02d13m12.532s,150.095617,2.220148,G,55767.39303716,0.18602,SLS,49,0,94,33,30,8,0,0,0,3
245,WISEA J100026.93+020018.6,10h00m26.9476s,+02d00m18.895s,150.112282,2.0052488,G,49575.479609628,0.165366,SLS,11,0,47,14,10,4,0,0,0,0
246,WISEA J100018.20+021212.0,10h00m18.2032s,+02d12m12.088s,150.075847,2.203358,G,55602.1954011037,0.18546896,SLS,34,0,82,22,14,8,1,0,0,1
247,WISEA J100047.40+021533.4,10h00m47.3873s,+02d15m33.633s,150.1974474,2.2593426,G,64259.613994926,0.214347,SLS,21,0,64,19,15,4,0,0,0,1
248,WISEA J100031.90+015558.3,10h00m31.8520s,+01d55m58.084s,150.132717,1.9328013,G,37234.2232836,0.1242,SLS,12,0,44,13,10,4,0,0,0,1
249,WISEA J100016.05+021237.3,10h00m16.0536s,+02d12m37.310s,150.06689,2.210364,G,55868.722887964,0.186358,SLS,59,0,116,40,35,4,0,0,0,2
250,WISEA J100041.13+021416.6,10h00m41.1360s,+02d14m16.665s,150.1714,2.2379627,G,101571.18373269,0.338805,SLS,18,0,61,18,13,4,0,0,0,1
251,WISEA J100021.99+015551.5,10h00m21.9944s,+01d55m51.570s,150.0916434,1.9309919,G,50597.771891408,0.168776,SLS,11,0,43,13,10,4,0,0,0,0
252,WISEA J003132.95-000028.0,00h31m32.9558s,-00d00m28.086s,7.8873161,-0.0078017,G,65770.2352136176,0.21938589,SLS,20,0,67,14,13,10,0,0,1,1
253,WISEA J003747.71-000509.9,00h37m47.7125s,-00d05m09.900s,9.4488022,-0.0860834,QSO,267177.766680968,0.8912091,SLS,25,0,29,14,15,4,0,0,0,0
254,WISEA J114935.78+504622.7,11h49m35.7872s,+50d46m22.791s,177.3991134,50.7729976,VisS,79405.428765544,0.264868,SUN,14,0,25,10,9,4,0,0,0,0
255,2MASS J12382896+5601226,12h38m28.9596s,+56d01m22.339s,189.6206650014,56.0228720639,VisS,0.0,0.0,SLS,3,0,15,5,1,4,0,0,0,0
256,ZTF20aabqori,11h00m51.0480s,+51d35m01.680s,165.2127,51.5838,QSO,64155.586012,0.214,SLS,43,0,79,21,21,10,0,1,1,1
257,ZTF18aamtszb,12h46m38.7195s,+51d34m55.872s,191.6613316,51.5821868,G,20078.8472033278,0.066975825,SLS,26,0,63,18,11,8,0,1,1,0
258,2MASX J14082777+5439207,14h08m27.8188s,+54d39m21.427s,212.115912,54.655952,G,22815.5041551431,0.07610433,SLS,17,0,54,8,4,10,0,0,1,1
259,SBS 1116+523,11h19m47.9447s,+52d05m52.928s,169.9497696,52.0980357,QSO,106818.451125064,0.356308,SLS,42,0,53,15,17,8,0,1,0,0
260,WISEA J123910.87+561058.1,12h39m10.8755s,+56d10m58.106s,189.7953147,56.1828074,QSO,115660.829673774,0.385803,SUN,15,0,17,8,8,4,0,0,0,0
261,WISEA J132138.31+511742.9,13h21m38.3160s,+51d17m42.942s,200.4096502,51.2952619,QSO,102724.982974096,0.34265366,SLS,32,0,77,17,14,12,0,0,0,1
262,WISEA J130906.76+555802.0,13h09m06.7651s,+55d58m02.046s,197.2781883,55.967235,VisS,49761.350933588,0.165986,SLS,5,0,37,6,1,4,0,0,0,0
263,ZTF20acwqkje,13h12m50.1421s,+55d48m29.389s,198.2089255,55.8081636,G,31866.3014185793,0.10629454,SLS,23,0,61,15,7,8,0,0,0,1
264,WISEA J011620.36+000016.0,01h16m20.3544s,+00d00m15.804s,19.08481,0.00439,G,13115.9260333492,0.04375002,SLS,20,0,63,13,8,8,0,0,0,1
265,WISEA J011412.90+000947.6,01h14m12.9089s,+00d09m47.662s,18.5537871,0.1632397,G,13502.6022429795,0.045039833,SLS,17,0,55,11,6,8,0,1,0,1
266,WISEA J124115.46+514149.2,12h41m15.5220s,+51d41m49.569s,190.3146752694,51.6971025583,VisS,51816.12844072,0.17284,SLS,3,0,31,5,1,4,0,0,0,0
267,SBS 1417+530,14h19m10.2612s,+52d51m51.090s,214.792755,52.8641918,G,24533.3329270306,0.08183439,SLS,38,0,137,20,12,10,0,0,1,1
268,WISEA J144207.29+513952.4,14h42m07.2967s,+51d39m52.411s,220.5304032,51.6645588,G,38934.4362506554,0.1298713,SLS,19,0,62,8,8,10,0,0,1,1
269,WISEA J144127.89+513932.6,14h41m27.8992s,+51d39m32.644s,220.3662468,51.6590678,G,39132.1283912343,0.13053073,SLS,16,0,57,7,4,8,0,0,0,1
270,2MASS J01031363-0034414,01h03m13.6373s,-00d34m40.115s,15.8068223878,-0.57780993722,G,63332.056129874,0.211253,SLS,2,0,22,5,1,4,0,0,0,0
271,SDSS J010226.89-004831.1,01h02m26.8491s,-00d48m30.569s,15.61187158339,-0.80849147394,G,127057.439964644,0.423818,SLS,2,0,15,3,1,4,0,0,0,0
272,WISEA J010229.99-004702.7,01h02m29.9933s,-00d47m02.720s,15.6249724,-0.7840889,G,111510.502885222,0.371959,SLS,2,0,31,4,1,4,0,0,0,0
273,WISEA J010235.66-004934.5,01h02m35.6131s,-00d49m32.767s,15.64838821334,-0.82576881639,G,77302.684465132,0.257854,SLS,2,0,31,5,1,4,0,0,0,0
274,SDSS J010242.45-004458.7,01h02m42.4463s,-00d44m56.880s,15.67685957806,-0.74913347687,G,5540.464416298,0.018481,SLS,14,0,21,5,5,4,0,0,0,0
275,SDSS J010247.77-004146.1,01h02m47.7423s,-00d41m45.573s,15.69892644788,-0.69599254255,G,52439.996545818,0.174921,SLS,2,0,19,4,1,4,0,0,0,0
276,WISEA J004252.73+004304.9,00h42m52.7335s,+00d43m04.926s,10.7197233,0.718035,G,80925.7482702519,0.26993924,SLS,6,0,14,7,5,0,0,0,0,1
277,WISEA J004722.27-002344.6,00h47m22.2708s,-00d23m44.672s,11.8427951,-0.3957423,G,46303.8744947198,0.1544531,SLS,5,0,43,8,2,4,0,0,0,1
278,WISEA J004831.58+001153.5,00h48m31.5862s,+00d11m53.535s,12.1316093,0.1982042,G,39818.7490536409,0.13282105,SLS,23,0,53,13,10,6,1,0,1,1
279,WISEA J005434.88+004819.0,00h54m34.8892s,+00d48m19.045s,13.6453719,0.8052905,G,85337.2632419873,0.28465447,SLS,10,0,37,12,7,4,0,0,0,1
280,WISEA J005722.31+001645.0,00h57m22.3101s,+00d16m44.680s,14.342959,0.27907803,QSO,941048.525662,3.139,SLS,39,0,22,17,21,4,0,1,0,1
281,WISEA J010156.01+004129.1,01h01m56.0198s,+00d41m29.183s,15.4834162,0.6914398,QSO,194565.305242,0.649,SLS,30,0,35,13,14,4,0,0,0,1
282,WISEA J011040.11-002434.6,01h10m40.1166s,-00d24m34.662s,17.6671525,-0.4096284,QSO,198162.814738,0.661,SLS,28,0,28,14,16,4,0,0,0,1
283,WISEA J011604.65-004430.6,01h16m04.6518s,-00d44m30.642s,19.0193825,-0.741845,G,125971.052055344,0.4201942,SLS,3,0,30,5,2,4,0,0,0,0
284,SDSS J123538.47+621643.6,12h35m38.4734s,+62d16m43.582s,188.91030583333,62.27877277778,G,213838.662574362,0.713289,SLS,33,0,62,18,17,9,0,1,0,0
285,WISEA J012747.75+010118.5,01h27m47.7508s,+01d01m18.515s,21.9489619,1.0218099,G,27046.2202913078,0.09021648,SLS,21,0,65,12,9,10,1,0,1,1
286,HETDEX J012839.24+001939.0,01h28m39.2683s,+00d19m38.737s,22.16361791667,0.32742694444,RadioS,650825.44292136,2.17092,SLS,4,0,2,4,1,0,0,0,0,0
287,2MASX J01320166+0022126,01h32m01.6857s,+00d22m12.201s,23.007024,0.370056,G,41155.3437483881,0.13727945,SLS,20,0,39,10,9,6,0,1,1,1
288,WISEA J013355.71-002227.9,01h33m55.7179s,-00d22m27.964s,23.4821581,-0.3744347,*,497955.272738,1.661,SLS,3,0,18,4,2,3,0,0,0,0
289,ZTF20abwfqoj,01h41m23.0379s,-00d24m22.141s,25.3459916,-0.4061505,QSO,781858.730464,2.608,SLS,60,0,49,30,36,7,0,2,0,2
290,WISEA J014406.85+001345.1,01h44m06.8537s,+00d13m45.148s,26.0285571,0.2292078,G,62764.3571397069,0.20935936,SLS,14,0,68,10,7,10,0,0,1,1
291,WISEA J014802.76-002408.1,01h48m02.7750s,-00d24m07.850s,27.0115625,-0.40218055556,RadioS,759947.199501238,2.534911,SLS,2,0,13,3,1,0,0,0,0,0
292,FBQS J0158-0030,01h58m42.7568s,-00d30m41.265s,29.6781535,-0.5114625,G,79670.145505958,0.265751,SLS,9,0,40,6,2,4,0,1,0,0
293,WISEA J123654.68+621127.2,12h36m54.6300s,+62d11m27.300s,189.227625,62.1909166666667,G,76201.2511715344,0.254180014,UUN,25,0,96,13,23,4,0,0,0,0
294,HPS 461,12h37m04.3400s,+62d14m46.100s,189.268083333333,62.2461388888889,G,664340.086928,2.216,SLS,50,0,94,20,29,0,0,0,1,0
295,WISEA J123630.86+621059.1,12h36m30.7800s,+62d10m58.836s,189.12825,62.18301,G,88528.7128474,0.2953,SLS,18,0,78,10,14,4,0,0,0,0
296,SBS 1212+493,12h14m35.2783s,+49d06m48.076s,183.646993,49.1133546,G,3547.2999553417,0.011832519,SLS,22,1,57,8,5,8,0,0,0,1
297,WISEA J160913.19+535429.8,16h09m13.1932s,+53d54m29.808s,242.3049717,53.9082801,QSO,297525.127640146,0.992437,SLS,79,0,150,34,30,12,0,2,0,1
298,WISEA J161139.68+535136.1,16h11m39.6852s,+53d51m36.102s,242.9153551,53.8600285,G,69522.0328981273,0.23190054,SLS,10,0,40,10,4,0,0,0,0,0
299,WISEA J015331.00-000325.3,01h53m31.0075s,-00d03m25.371s,28.379198,-0.0570476,QSO,571704.217406,1.907,SLS,35,0,32,17,18,4,0,1,0,1
300,WISEA J020931.89-000138.7,02h09m31.8937s,-00d01m38.745s,32.3828905,-0.0274294,G,12657.8239708078,0.042221956,SLS,23,0,57,16,11,8,0,0,0,2
301,SDSS J020937.58-001011.1,02h09m37.5846s,-00d10m11.172s,32.4066028037,-0.1697699866,G,45958.1838114,0.1533,SLS,2,0,15,2,1,4,0,0,0,0
302,WISEA J020947.11-000642.4,02h09m47.1154s,-00d06m42.461s,32.4463145,-0.1117949,G,45612.9248292197,0.15214834,SLS,19,0,67,10,9,10,0,0,1,1
303,WISEA J020958.83-000219.6,02h09m58.8388s,-00d02m19.600s,32.495162,-0.0387778,G,94719.726897558,0.315951,SLS,2,0,36,6,1,4,0,0,0,0
304,WISEA J141818.35+523304.1,14h18m18.3903s,+52d33m04.437s,214.5766263,52.5512325,*,-100.896350909732,-0.000336554,SLS,4,0,34,7,2,4,0,0,0,0
305,WISEA J015048.81+004126.1,01h50m48.8177s,+00d41m26.104s,27.7034073,0.6905846,QSO,785.156447502,0.002619,SLS,69,0,64,26,35,8,0,4,0,2
306,SBS 1251+513,12h53m39.6681s,+51d02m03.756s,193.4152839,51.0343769,QSO,468875.404312,1.564,SLS,37,0,52,11,15,4,0,1,0,1
307,SBS 1453+506,14h54m48.0874s,+50d29m07.015s,223.7003644,50.485282,QSO,703230.333770346,2.3457239,SLS,39,0,46,13,16,8,0,2,0,1
308,WISEA J020216.05+000426.0,02h02m16.0518s,+00d04m26.021s,30.5668826,0.0738949,G,48815.4008012377,0.16283065,SLS,12,0,54,10,9,8,0,0,0,1
309,WISEA J021740.98+003914.2,02h17m40.9899s,+00d39m14.281s,34.4207915,0.6539671,G,86271.0717797886,0.28776932,SLS,10,0,42,11,10,4,0,0,0,2
310,WISEA J021758.17-001302.6,02h17m58.1732s,-00d13m02.623s,34.4923885,-0.2173954,QSO,103170.43259574,0.34413952,SLS,27,0,57,21,20,8,0,1,0,1
311,WISEA J021758.32-004405.1,02h17m58.3292s,-00d44m05.187s,34.4930386,-0.7347744,G,75039.7730461089,0.25030574,SLS,11,0,54,9,8,8,0,0,0,1
312,2MASX J12324850+5016183,12h32m48.4948s,+50d16m18.235s,188.202062,50.271732,G,8818.15741665081,0.029414207,SLS,13,0,36,12,7,6,0,0,1,0
313,WISEA J105024.95+503750.6,10h50m24.9592s,+50d37m50.621s,162.6039967,50.6307283,*,0.0,0.0,SLS,6,0,29,7,1,4,0,0,0,0
314,WISEA J133323.78+513136.3,13h33m23.7866s,+51d31m36.342s,203.3491112,51.5267619,G,60895.8976472973,0.20312685,SLS,21,0,54,13,7,8,0,0,0,1
315,EF Boo,14h32m30.5035s,+50d49m40.274s,218.1270979,50.827854,V*,0.0,0.0,SLS,6,0,33,5,1,4,0,0,0,0
316,SBS 1159+516A,12h02m04.9584s,+51d23m39.703s,180.52066,51.394362,G,8662.62718798761,0.028895414,SLS,17,1,35,5,7,8,0,0,0,1
317,WISEA J115805.88+501022.3,11h58m05.8858s,+50d10m22.314s,179.5245242,50.1728652,G,6850.54516626722,0.022850959,SLS,11,0,36,11,9,4,0,0,0,1
318,2MASS J11481928+4850157,11h48m19.2288s,+48d50m15.450s,177.08012,48.837625,G,9924.93451081224,0.033106018,SLS,13,0,28,7,5,4,0,0,0,1
319,WISEA J115858.83+501100.1,11h58m58.8312s,+50d11m00.134s,179.74513,50.1833707,G,36212.0149437082,0.12079028,SLS,16,0,62,8,6,10,0,0,1,1
320,WISEA J123623.00+621526.8,12h36m22.9500s,+62d15m26.700s,189.095625,62.2574166666667,QSO,773410.57899756,2.57982,SLS,94,1,173,29,38,12,0,1,1,0
321,SDSS J123749.06+621011.0,12h37m49.0728s,+62d10m11.496s,189.45447,62.16986,VisS,131915.276954076,0.440022,SLS,5,0,45,7,1,4,0,0,0,0
322,SDSS J123800.91+621336.0,12h38m00.9500s,+62d13m36.000s,189.503958333333,62.2266666666667,QSO,132098.450145914,0.440633,SLS,80,0,116,30,35,13,0,1,0,1
