No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
719,WISEA J120630.83+512001.2,12h06m30.8380s,+51d20m01.229s,181.6284918,51.3336749,G,25463.472005146,0.084937,SLS,1,0,39,4,1,6,0,0,1,0
720,WISEA J132709.66+555127.5,13h27m09.6624s,+55d51m27.513s,201.79026,55.8576427,G,75893.659912532,0.253154,SLS,1,0,33,4,1,4,0,0,0,0
721,GALEXASC J122935.87+520925.7,12h29m36.1010s,+52d09m27.457s,187.400421,52.157627,G,10022.661455856,0.033432,SLS,1,0,4,3,1,0,0,0,0,0
722,WISEA J120558.69+552940.1,12h05m58.6929s,+55d29m40.036s,181.4945541,55.4944546,G,31486.302486366,0.105027,SLS,1,0,27,4,2,4,0,0,0,0
723,WISEA J123726.45+561251.4,12h37m26.4575s,+56d12m51.408s,189.3602397,56.2142802,G,75262.8965809,0.25105,SLS,1,0,37,5,1,4,0,0,0,0
724,WISEA J125102.29+514456.4,12h51m02.3378s,+51d44m56.208s,192.7597410672,51.7489468049,G,47904.436448736,0.159792,SLS,1,0,27,3,1,4,0,0,0,0
725,SDSS J124858.02+512255.7,12h48m58.0222s,+51d22m55.708s,192.2417595584,51.3821411034,G,83704.452613264,0.279208,SLS,1,0,15,2,1,4,0,0,0,0
726,WISEA J125842.66+512625.5,12h58m42.7036s,+51d26m26.147s,194.6779320172,51.4405965291,G,111027.837027842,0.370349,SLS,1,0,27,3,1,4,0,0,0,0
727,WISEA J124841.71+555335.7,12h48m41.7133s,+55d53m35.751s,192.1738057,55.8932643,G,55112.34651643,0.183835,SLS,1,0,18,4,1,0,0,0,0,0
728,WISEA J124658.95+504458.4,12h46m58.9595s,+50d44m58.418s,191.7456646,50.7495608,G,81587.01848241,0.272145,SLS,1,0,12,3,1,0,0,0,0,0
729,WISEA J140542.88+520625.1,14h05m42.8847s,+52d06m25.106s,211.4286865,52.106974,*,0.0,0.0,SLS,1,0,23,6,3,4,0,0,0,0
730,2MASX J11453136+5204526,11h45m31.3624s,+52d04m52.496s,176.380677,52.081249,G,21721.46254439,0.072455,SLS,17,0,54,8,7,10,0,0,1,1
731,WISEA J114406.35+521254.4,11h44m06.3534s,+52d12m54.460s,176.0264728,52.2151278,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
732,WISEA J141929.34+544429.8,14h19m29.3496s,+54d44m29.868s,214.87229,54.74163,G,9934.63519516821,0.033138376,SLS,22,0,66,12,9,10,0,1,1,1
733,WISEA J135514.88+520838.1,13h55m14.8800s,+52d08m38.164s,208.8120002,52.1439345,*,0.0,0.0,SLS,1,0,27,6,1,4,0,0,0,0
734,MCG +09-23-048,14h10m07.6649s,+54d55m11.606s,212.5319373,54.9198907,G,11853.9412872093,0.039540492,SLS,34,0,83,21,16,11,0,1,2,1
735,WISEA J113023.45+513907.0,11h30m23.4598s,+51d39m07.060s,172.5977493,51.6519613,G,1553.06583489526,0.00518047,SLS,12,0,38,15,11,4,0,0,0,1
736,SDSS J142026.14+521649.3,14h20m26.1268s,+52d16m49.189s,215.1088618,52.2803305,G,71533.178610922,0.238609,SLS,2,0,0,3,3,0,0,0,0,0
737,WISEA J112740.47+502616.5,11h27m40.4747s,+50d26m16.535s,171.9186447,50.4379266,G,17608.5198753506,0.0587357,SLS,12,0,41,9,5,4,0,0,0,1
738,WISEA J115016.27+512701.2,11h50m16.2715s,+51d27m01.223s,177.5677982,51.4503399,G,24935.087797921,0.0831745,SLS,20,0,67,15,12,10,0,0,1,1
739,WISEA J113227.21+514441.0,11h32m27.2122s,+51d44m41.085s,173.1133845,51.7447459,G,23588.8397860262,0.0786839,SLS,17,0,68,12,9,10,0,0,1,1
740,WISEA J112326.34+514308.3,11h23m26.3489s,+51d43m08.375s,170.8597873,51.7189931,G,24015.8941424472,0.0801084,SUN,29,0,66,22,20,10,0,0,1,1
741,WISEA J112035.33+503654.9,11h20m35.3375s,+50d36m54.955s,170.1472399,50.6152653,*,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
742,2MASX J11335275+5128251,11h33m52.8043s,+51d28m26.065s,173.470018,51.473907,G,16395.4696525452,0.0546894,SLS,15,0,55,10,7,10,0,0,1,1
743,WISEA J114920.32+504310.4,11h49m20.3269s,+50d43m10.430s,177.3346955,50.7195641,G,4155.26167220314,0.013860461,SLS,13,0,51,9,7,8,0,0,0,1
744,WISEA J134659.48+513942.4,13h46m59.4853s,+51d39m42.468s,206.7478558,51.6617967,G,0.0,0.0,SLS,1,0,18,4,1,0,0,0,0,0
745,WISEA J141136.53+512742.8,14h11m36.5370s,+51d27m42.868s,212.9022375,51.4619078,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
746,2MASX J11285247+5100025,11h28m52.4076s,+51d00m02.512s,172.218365,51.000698,G,17810.9598290869,0.059410967,SLS,24,0,50,12,11,10,0,0,1,1
747,WISEA J113035.30+512148.7,11h30m35.3051s,+51d21m48.742s,172.6471047,51.3635395,G,10154.120448689,0.0338705,SLS,14,0,53,11,8,8,0,0,0,1
748,WISEA J141523.58+512636.2,14h15m23.5898s,+51d26m36.251s,213.8482911,51.4434033,G,22552.2204226784,0.07522611,SLS,21,0,48,9,8,6,0,0,1,1
749,WISEA J134044.40+552534.1,13h40m44.4028s,+55d25m34.161s,205.1850119,55.4261559,*,0.0,0.0,SLS,1,0,27,5,1,3,0,0,0,0
750,WISEA J114902.85+520652.3,11h49m02.8573s,+52d06m52.361s,177.2619054,52.1145449,G,28618.3079576632,0.0954604,SLS,19,0,67,10,7,10,0,0,1,1
751,WISEA J141635.47+543800.7,14h16m35.4718s,+54d38m00.715s,214.1477994,54.6335322,G,13026.0944224793,0.043450374,SLS,18,0,66,14,10,10,0,0,1,1
752,WISEA J112214.94+504432.4,11h22m14.9412s,+50d44m32.450s,170.5622551,50.7423473,G,14548.8680282484,0.0485298,SLS,25,0,66,16,13,10,0,0,1,1
753,WISEA J114852.88+504456.0,11h48m52.8826s,+50d44m56.076s,177.2203445,50.74891,G,16734.8592979828,0.055821482,SLS,13,0,36,6,4,4,0,0,0,1
754,WISEA J112033.67+504910.5,11h20m33.6759s,+50d49m10.538s,170.1403165,50.819594,G,8770.42835879,0.029255,SLS,4,0,29,5,1,2,0,0,1,0
755,WISEA J113946.77+505739.9,11h39m46.7713s,+50d57m39.981s,174.9448808,50.961106,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
756,WISEA J111754.84+513856.3,11h17m54.8435s,+51d38m56.337s,169.4785149,51.6489826,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
757,WISEA J111957.61+514222.2,11h19m57.6196s,+51d42m22.276s,169.990082,51.7061878,G,23935.7146495551,0.07984095,SLS,22,0,67,10,8,10,0,0,1,1
758,2MASX J11494036+5149034,11h49m40.4126s,+51d49m03.334s,177.418386,51.817593,G,20195.5489124158,0.0673651,SLS,18,0,39,8,8,6,0,0,1,1
759,WISEA J113416.89+502330.3,11h34m16.8998s,+50d23m30.385s,173.570416,50.3917737,G,19717.3799419058,0.0657701,SLS,15,0,51,10,8,8,0,0,0,1
760,2MASX J11500536+5128211,11h50m05.3376s,+51d28m21.619s,177.52224,51.472672,G,39709.609609306,0.132457,SLS,17,0,54,8,7,10,0,0,1,1
761,WISEA J135309.34+514845.4,13h53m09.3452s,+51d48m45.404s,208.2889384,51.8126123,G,20257.586464712,0.067572035,SLS,33,0,69,24,20,10,0,0,1,1
762,WISEA J113654.99+520428.8,11h36m54.9983s,+52d04m28.844s,174.2291598,52.0746789,G,17448.4007235328,0.0582016,SLS,23,0,68,16,12,10,0,0,1,1
763,WISEA J140810.35+550415.9,14h08m10.3564s,+55d04m15.924s,212.0431517,55.0710902,G,0.0,0.0,SLS,1,0,22,6,2,0,0,0,0,0
764,WISEA J112718.40+505714.3,11h27m18.4065s,+50d57m14.323s,171.8266939,50.9539786,G,10105.4239605662,0.033708066,SLS,13,0,51,10,8,8,0,0,0,1
765,WISEA J141612.67+531331.3,14h16m12.6776s,+53d13m31.354s,214.0528237,53.2253762,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
766,WISEA J112803.87+503758.6,11h28m03.8720s,+50d37m58.620s,172.0161336,50.6329502,G,17702.8645618832,0.0590504,SLS,3,0,16,5,2,0,0,0,0,0
767,WISEA J113652.87+505244.6,11h36m52.8754s,+50d52m44.649s,174.2203144,50.8790694,G,25204.3793712441,0.08407276,SLS,19,0,52,8,5,6,0,0,1,1
768,WISEA J113429.13+540735.1,11h34m29.1374s,+54d07m35.193s,173.6214062,54.1264425,G,20443.2374412154,0.0681913,SLS,15,0,73,11,6,10,0,0,1,1
769,WISEA J115033.61+514508.3,11h50m33.6149s,+51d45m08.340s,177.6400621,51.7523169,G,20159.9035891596,0.0672462,SLS,16,0,64,11,8,10,0,0,1,1
770,WISEA J140022.67+515135.9,14h00m22.6755s,+51d51m35.966s,210.0944813,51.8599908,G,20800.753438041,0.069383845,SLS,16,0,67,11,7,10,0,0,1,1
771,WISEA J111756.96+514045.4,11h17m56.9661s,+51d40m45.433s,169.4873591,51.6792872,G,24398.3693603636,0.0813842,SLS,19,0,56,15,12,8,0,0,0,1
772,WISEA J123251.51+561114.1,12h32m51.5116s,+56d11m14.127s,188.214632,56.1872576,G,24298.7483265702,0.0810519,SLS,21,0,66,10,8,10,0,0,1,1
773,WISEA J113452.77+513622.2,11h34m52.7721s,+51d36m22.221s,173.719884,51.6061726,G,17481.7676241082,0.0583129,SLS,16,0,68,9,5,10,0,0,1,1
774,WISEA J140556.66+515504.4,14h05m56.6691s,+51d55m04.471s,211.4861214,51.9179087,G,25282.4213439106,0.08433308,SLS,15,0,64,11,8,10,0,0,1,1
775,WISEA J140104.90+510410.7,14h01m04.9094s,+51d04m10.798s,210.270456,51.0696661,G,12184.0805365628,0.040641718,SLS,17,0,49,13,10,8,0,0,0,1
776,WISEA J111903.78+513605.1,11h19m03.7868s,+51d36m05.116s,169.7657787,51.6014212,G,32242.079272984,0.107548,SLS,17,0,56,11,8,8,0,0,0,1
777,WISEA J114913.71+521515.6,11h49m13.7171s,+52d15m15.656s,177.3071546,52.2543489,G,15811.204131149,0.0527405,SLS,20,0,63,8,6,10,1,0,1,1
778,WISEA J140829.62+545752.0,14h08m29.6243s,+54d57m52.038s,212.1234349,54.964455,G,12596.1998323112,0.0420164,SLS,17,0,52,14,12,8,0,0,0,1
779,WISEA J113057.64+512329.5,11h30m57.6487s,+51d23m29.585s,172.7402031,51.3915515,G,24123.7594688356,0.0804682,SLS,21,0,68,12,9,10,1,0,1,1
780,WISEA J114958.16+504517.8,11h49m58.1698s,+50d45m17.822s,177.4923745,50.7549507,G,19583.2468003474,0.06532268,SLS,14,0,55,13,10,8,0,0,0,1
781,WISEA J135323.95+553044.4,13h53m23.9527s,+55d30m44.490s,208.349803,55.5123585,G,20460.4365345309,0.06824867,SLS,14,0,70,10,6,10,0,0,1,1
782,WISEA J112021.72+504324.9,11h20m21.7205s,+50d43m24.983s,170.0905024,50.7236064,G,7825.782323632,0.026104,SLS,3,0,31,4,1,4,0,0,0,0
783,WISEA J134605.10+511350.8,13h46m05.1062s,+51d13m50.809s,206.5212759,51.2307805,*,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
784,WISEA J113404.95+514757.1,11h34m04.9573s,+51d47m57.157s,173.5206556,51.7992105,G,20612.0205950694,0.0687543,SLS,12,0,68,10,6,10,0,0,1,0
785,WISEA J140648.54+520327.3,14h06m48.5467s,+52d03m27.318s,211.7022779,52.0575884,G,22723.8066360147,0.07579846,SLS,19,0,64,9,7,10,0,0,1,1
786,WISEA J112029.48+505226.2,11h20m29.4834s,+50d52m26.248s,170.1228475,50.8739578,G,8783.42496142921,0.029298352,SLS,13,0,52,6,4,8,0,0,0,1
787,WISEA J114911.71+515024.1,11h49m11.7154s,+51d50m24.141s,177.2988143,51.8400394,G,15937.566652196,0.053162,SLS,12,0,52,11,8,8,0,0,0,1
788,WISEA J140201.85+551300.2,14h02m01.8525s,+55d13m00.245s,210.5077188,55.2167349,G,20515.1786373617,0.06843127,SLS,21,0,67,8,6,10,0,0,1,1
789,WISEA J114841.19+510520.2,11h48m41.1907s,+51d05m20.211s,177.1716279,51.0889475,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
790,WISEA J110540.80+501554.5,11h05m40.8039s,+50d15m54.508s,166.4200165,50.2651411,G,0.0,0.0,SLS,1,0,27,5,1,4,0,0,0,0
791,WISEA J113453.82+513200.0,11h34m53.8205s,+51d32m00.083s,173.7242522,51.5333564,G,17524.4580701274,0.0584553,SLS,21,0,68,10,7,10,1,0,1,1
792,WISEA J114446.37+511111.5,11h44m46.3703s,+51d11m11.526s,176.1932099,51.186535,G,18137.3621654514,0.060499728,SLS,14,0,51,12,11,8,0,0,0,1
793,WISEA J114714.77+503005.2,11h47m14.7705s,+50d30m05.211s,176.8115441,50.5014477,G,5655.15421820031,0.018863564,SLS,19,0,55,15,10,8,0,0,0,1
794,WISEA J114826.98+514321.3,11h48m26.9836s,+51d43m21.326s,177.1124318,51.7225906,G,38998.202106472,0.130084,SLS,20,0,63,8,9,10,0,0,1,1
795,WISEA J134756.51+553826.3,13h47m56.5160s,+55d38m26.365s,206.9854837,55.6406571,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
796,WISEA J113123.29+510805.6,11h31m23.2965s,+51d08m05.678s,172.8470691,51.1349107,G,35915.436260858,0.119801,SLS,19,0,68,11,7,10,0,0,1,1
797,WISEA J141441.85+544319.2,14h14m41.8584s,+54d43m19.206s,213.67441,54.7220017,G,10983.4908874818,0.036636982,SLS,16,0,51,10,8,6,0,0,1,1
798,2MASX J14152504+5225276,14h15m24.9680s,+52d25m27.992s,213.8540336,52.4244424,G,22667.1038905086,0.07560932,SLS,18,0,60,9,7,10,0,0,1,1
799,WISEA J135914.09+511438.6,13h59m14.0978s,+51d14m38.636s,209.8087411,51.2440658,G,32325.7273646152,0.10782702,SLS,18,0,64,9,7,10,0,0,1,1
800,SDSS J111428.69+514017.5,11h14m28.6952s,+51d40m17.549s,168.6195633508,51.6715414107,G,34335.23021474,0.11453,SLS,2,0,15,2,1,4,0,0,0,0
801,WISEA J112253.58+504045.7,11h22m53.5831s,+50d40m45.754s,170.7232633,50.6793762,G,34388.80012906,0.11470869,SLS,13,0,52,6,3,8,0,0,0,1
802,WISEA J113345.41+504802.2,11h33m45.4174s,+50d48m02.267s,173.4392395,50.8006299,G,-2.9454159309813,-9.82485e-06,SLS,1,0,23,5,2,4,0,0,0,0
803,WISEA J141148.70+545448.1,14h11m48.7001s,+54d54m48.145s,212.9529171,54.9133738,G,47512.7875816048,0.1584856,SLS,13,0,54,7,4,8,0,0,0,1
804,WISEA J114822.62+515533.8,11h48m22.6241s,+51d55m33.830s,177.0942673,51.9260639,G,25142.7240543318,0.0838671,SLS,14,0,57,8,5,8,0,0,0,1
805,2MASX J10490235+5021337,10h49m02.3126s,+50d21m32.994s,162.259636,50.359165,G,39647.1268652096,0.13224858,SLS,13,0,35,6,5,6,0,0,1,1
806,WISEA J111948.06+514324.1,11h19m48.0685s,+51d43m24.118s,169.9502857,51.7233662,G,23864.446487477,0.079603225,SLS,16,0,67,11,8,10,0,0,1,1
807,WISEA J135530.93+505323.0,13h55m30.9308s,+50d53m23.014s,208.8788787,50.8897263,G,19139.510492601,0.063842535,SLS,11,0,47,9,8,8,0,0,0,1
808,WISEA J134418.28+521656.2,13h44m18.2825s,+52d16m56.284s,206.0761774,52.2823013,G,13990.9770481372,0.046668876,SLS,12,0,51,7,5,8,0,0,0,1
809,WISEA J135433.69+521647.1,13h54m33.6987s,+52d16m47.178s,208.6404116,52.2797717,G,26078.3643240515,0.08698806,SLS,13,0,38,8,6,4,0,0,0,1
810,WISEA J134311.83+514645.6,13h43m11.8399s,+51d46m45.605s,205.7993329,51.7793349,G,20596.4223934797,0.06870227,SLS,14,0,38,11,9,4,0,0,0,1
811,WISEA J140729.37+545846.6,14h07m29.3700s,+54d58m46.607s,211.8723751,54.9796131,G,23151.9132639633,0.07722647,SLS,14,0,51,8,6,8,0,0,0,1
812,WISEA J141153.15+550632.4,14h11m53.1551s,+55d06m32.474s,212.9714796,55.1090206,G,12081.1953624867,0.04029853,SLS,14,0,64,9,6,10,0,0,1,1
813,WISEA J105904.13+501642.9,10h59m04.1356s,+50d16m42.973s,164.7672318,50.2786038,G,20140.3631167472,0.06718102,SLS,16,0,66,9,7,10,1,0,1,1
814,WISEA J134439.08+505528.4,13h44m39.0885s,+50d55m28.445s,206.1628688,50.9245682,G,18904.462712793,0.0630585,SLS,16,0,62,8,7,10,0,0,1,1
815,WISEA J113625.56+510210.3,11h36m25.5614s,+51d02m10.380s,174.1065059,51.0362168,G,34442.0312779025,0.11488625,SLS,14,0,68,9,5,10,0,0,1,1
816,WISEA J111453.60+515026.5,11h14m53.6094s,+51d50m26.512s,168.7233728,51.8406978,G,23340.9132220149,0.077856906,SLS,14,0,57,8,5,8,0,0,0,1
817,WISEA J111602.69+503220.2,11h16m02.6946s,+50d32m20.267s,169.0112278,50.5389632,G,32094.881176106,0.107057,SLS,21,0,63,8,8,10,1,0,1,1
818,WISEA J113426.23+541138.5,11h34m26.2355s,+54d11m38.527s,173.6093146,54.1940354,G,21050.8567950898,0.0702181,SLS,20,0,67,11,9,10,1,0,1,1
819,WISEA J112331.37+520723.9,11h23m31.3714s,+52d07m23.958s,170.8807143,52.1233219,G,20851.764623732,0.069554,SLS,11,0,51,7,5,8,0,0,0,1
820,WISEA J114128.83+513455.6,11h41m28.8394s,+51d34m55.654s,175.3701643,51.5821263,G,21949.4247294532,0.0732154,SLS,14,0,56,11,8,8,0,0,0,1
821,WISEA J114726.86+505228.6,11h47m26.8694s,+50d52m28.601s,176.8619561,50.8746115,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
822,2MASX J13484989+5110083,13h48m50.0683s,+51d10m08.324s,207.208618,51.168979,G,42611.900395204,0.142138,SLS,2,0,9,5,4,2,0,0,1,0
823,WISEA J113630.74+515643.6,11h36m30.7495s,+51d56m43.657s,174.1281233,51.9454605,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
824,WISEA J134401.05+553401.3,13h44m01.0582s,+55d34m01.307s,206.0044093,55.5670299,G,11939.5629125915,0.039826095,SLS,11,0,51,10,8,8,0,0,0,1
825,WISEA J141916.12+520721.0,14h19m16.1229s,+52d07m21.019s,214.817179,52.1225053,G,14012.29948692,0.04674,SLS,15,0,53,11,7,4,0,0,0,1
826,WISEA J111800.27+511657.4,11h18m00.2786s,+51d16m57.474s,169.5011612,51.2826317,G,29124.6891972257,0.097149506,SLS,14,0,51,7,4,8,0,0,0,1
827,WISEA J134727.38+554548.2,13h47m27.3825s,+55d45m48.232s,206.8640941,55.7633979,G,20831.8494107471,0.06948757,SLS,13,0,51,9,7,8,0,0,0,1
828,WISEA J134617.15+504531.1,13h46m17.1548s,+50d45m31.179s,206.5714786,50.7586609,G,13193.33064725,0.044008214,SLS,12,0,64,8,5,10,0,0,1,1
829,WISEA J111520.84+505454.0,11h15m20.8446s,+50d54m54.070s,168.8368527,50.9150197,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
830,WISEA J112147.06+521154.5,11h21m47.0674s,+52d11m54.517s,170.4461142,52.1984772,G,14589.8196780112,0.0486664,SLS,9,0,56,10,7,8,0,0,0,1
831,WISEA J113405.12+502421.5,11h34m05.1225s,+50d24m21.549s,173.5213438,50.4059859,G,9184.5017017796,0.0306362,SLS,11,0,56,13,10,8,0,0,0,0
832,WISEA J111244.16+512323.5,11h12m44.1614s,+51d23m23.583s,168.184006,51.3898842,G,31422.446692812,0.104814,SLS,16,0,68,10,5,10,1,0,1,1
833,SDSS J112053.18+513649.9,11h20m53.2224s,+51d36m50.191s,170.22176,51.613942,G,14382.7320417985,0.04797563,SLS,6,0,24,5,4,4,0,0,0,1
834,WISEA J114603.57+511733.7,11h46m03.5748s,+51d17m33.718s,176.5148952,51.2926995,G,38675.625421664,0.129008,SUN,23,0,62,12,12,10,1,0,1,1
835,WISEA J140048.66+551634.7,14h00m48.6660s,+55d16m34.772s,210.2027752,55.2763256,G,20741.1322129563,0.06918497,SLS,14,0,61,10,6,8,0,0,0,1
836,WISEA J134328.58+521249.7,13h43m28.5863s,+52d12m49.733s,205.8691096,52.2138149,G,31618.9336677098,0.10546941,SLS,13,0,47,5,4,8,0,0,0,1
837,WISEA J141454.05+502707.4,14h14m54.0583s,+50d27m07.497s,213.7252429,50.4520827,G,21939.8208780612,0.073183365,SLS,17,0,57,10,7,8,0,0,0,1
838,WISEA J112031.90+504126.8,11h20m31.9029s,+50d41m26.822s,170.132929,50.690784,G,36528.568798035,0.12184619,SLS,16,0,47,8,7,6,1,0,1,1
839,WISEA J114606.85+513207.2,11h46m06.8560s,+51d32m07.295s,176.528567,51.5353599,G,28770.4526300982,0.0959679,SLS,12,0,56,8,5,8,0,0,0,1
840,WISEA J140600.58+551330.7,14h06m00.5882s,+55d13m30.794s,211.5024512,55.2252208,G,12457.1848703668,0.041552696,SLS,14,0,51,9,7,6,0,0,1,1
841,WISEA J111453.55+520951.6,11h14m53.5537s,+52d09m51.632s,168.7231407,52.1643424,G,11079.6319304227,0.036957674,SLS,9,0,32,7,6,4,0,0,0,1
842,WISEA J141600.06+543856.3,14h16m00.0684s,+54d38m56.316s,214.000285,54.6489768,G,12455.3933106378,0.04154672,SLS,12,0,51,8,6,8,0,0,0,1
843,WISEA J140014.34+502324.9,14h00m14.3420s,+50d23m24.974s,210.0597586,50.3902707,G,45021.3113946779,0.15017493,SLS,15,0,66,13,11,10,0,1,1,1
844,WISEA J111608.74+514603.4,11h16m08.7405s,+51d46m03.410s,169.0364188,51.7676141,G,34251.4082434832,0.1142504,SLS,14,0,62,7,6,10,1,0,1,1
845,WISEA J113427.06+502006.1,11h34m27.0653s,+50d20m06.197s,173.6127724,50.3350549,G,48663.81074485,0.162325,SLS,10,0,57,11,8,8,0,0,0,1
846,WISEA J114148.41+542217.6,11h41m48.4152s,+54d22m17.652s,175.45173,54.37157,G,18926.4704771348,0.06313191,SLS,14,0,66,10,8,10,0,0,1,1
847,WISEA J112922.87+514101.6,11h29m22.8717s,+51d41m01.683s,172.3452988,51.683801,G,23953.2974772168,0.0798996,SLS,13,0,67,10,7,10,0,0,1,1
848,WISEA J114522.50+513101.8,11h45m22.5093s,+51d31m01.800s,176.3437889,51.5171669,G,20848.8866161352,0.0695444,SLS,11,0,51,8,6,8,0,0,0,1
849,WISEA J134109.85+555733.7,13h41m09.8519s,+55d57m33.786s,205.2910496,55.9593851,G,0.0,0.0,SLS,1,0,23,4,1,4,0,0,0,0
850,WISEA J111745.36+514335.6,11h17m45.3639s,+51d43m35.681s,169.4390166,51.7265783,G,31592.12922404,0.10538,SLS,6,0,42,6,3,6,0,0,1,0
851,WISEA J112508.94+520705.2,11h25m08.9449s,+52d07m05.255s,171.2872707,52.1181264,G,10238.6948990154,0.03415261,SLS,13,0,52,6,3,8,0,0,0,1
852,WISEA J114822.02+505119.3,11h48m22.0224s,+50d51m19.338s,177.0917603,50.8553717,G,22603.9855864012,0.07539878,SLS,12,0,57,9,6,8,0,0,0,1
853,WISEA J135233.86+504915.6,13h52m33.8680s,+50d49m15.633s,208.1411168,50.8210094,G,43013.8921021362,0.1434789,SLS,11,0,38,9,7,4,0,0,0,1
854,WISEA J114246.63+511208.8,11h42m46.6366s,+51d12m08.848s,175.6943192,51.202458,G,0.0,0.0,SLS,1,0,29,6,1,4,0,0,0,0
855,WISEA J123700.60+561237.4,12h37m00.6036s,+56d12m37.400s,189.2525152,56.2103891,G,36283.581399282,0.121029,SLS,2,0,35,6,2,4,0,0,0,0
856,WISEA J113709.62+503900.8,11h37m09.6268s,+50d39m00.892s,174.290112,50.650248,G,53462.9903419497,0.17833334,SLS,10,0,66,11,8,10,0,0,1,0
857,WISEA J112405.99+512421.7,11h24m05.9977s,+51d24m21.785s,171.0249905,51.4060515,G,14703.7108328054,0.0490463,SLS,11,0,32,7,6,4,0,0,0,1
858,WISEA J113543.43+513413.7,11h35m43.4339s,+51d34m13.788s,173.9309746,51.5704967,G,25223.1283915674,0.0841353,SLS,11,0,53,11,7,8,0,0,0,1
859,WISEA J134419.58+521532.7,13h44m19.5895s,+52d15m32.786s,206.0816233,52.2591074,G,42161.7080568746,0.14063632,SLS,19,0,62,10,9,10,1,0,1,1
860,WISEA J115005.28+503142.4,11h50m05.2837s,+50d31m42.471s,177.5220158,50.5284642,G,21156.2338440768,0.0705696,SLS,15,0,65,9,7,10,0,0,1,1
861,WISEA J113013.69+521418.4,11h30m13.6915s,+52d14m18.400s,172.557048,52.2384445,G,14517.84250677,0.04842631,SLS,10,0,53,7,5,8,0,0,0,1
862,WISEA J113312.17+513704.9,11h33m12.1714s,+51d37m04.982s,173.3007145,51.6180508,G,9203.6284606,0.0307,SLS,12,0,59,11,7,8,0,0,0,1
863,WISEA J113941.30+511243.6,11h39m41.3048s,+51d12m43.691s,174.9221034,51.2121364,G,32518.48791926,0.10847,SLS,13,0,55,10,7,8,0,0,0,1
864,WISEA J113334.59+502935.6,11h33m34.5921s,+50d29m35.610s,173.3941339,50.493225,G,9981.56590571336,0.03329492,SLS,11,0,51,7,5,8,0,0,0,1
865,WISEA J111435.78+514657.9,11h14m35.7883s,+51d46m57.907s,168.649118,51.7827522,G,31771.704906382,0.105979,SLS,7,0,51,9,7,8,0,0,0,1
866,WISEA J112324.45+504914.0,11h23m24.4800s,+50d49m14.008s,170.852,50.820558,G,-50.7097263869235,-0.00016914944,SLS,1,0,21,5,2,4,0,0,0,1
867,WISEA J113217.37+511150.1,11h32m17.3764s,+51d11m50.177s,173.072402,51.1972715,G,33355.508461996,0.111262,SLS,12,0,38,8,5,4,0,0,0,1
868,WISEA J140853.19+515653.9,14h08m53.1978s,+51d56m53.926s,212.2216575,51.9483128,G,52988.3859037653,0.17675023,SLS,12,0,49,8,5,6,0,0,1,1
869,WISEA J113547.73+514025.5,11h35m47.7354s,+51d40m25.547s,173.9488978,51.6737632,G,16965.8248038902,0.0565919,SLS,13,0,69,9,4,10,0,0,1,1
870,WISEA J112416.35+511648.0,11h24m16.3530s,+51d16m48.013s,171.0681378,51.2800038,G,51902.768461082,0.173129,SLS,15,0,37,8,6,4,0,0,0,1
871,WISEA J111435.29+513643.0,11h14m35.2969s,+51d36m43.038s,168.6470706,51.6119552,G,34125.2915522518,0.11382972,SLS,14,0,60,9,5,8,0,0,0,1
872,WISEA J135039.74+553213.5,13h50m39.7404s,+55d32m13.553s,207.6655852,55.5370981,G,20273.165179792,0.067624,SLS,15,0,66,8,6,10,0,0,1,1
873,WISEA J141144.99+545411.3,14h11m44.9957s,+54d54m11.310s,212.9374821,54.9031419,G,24440.9338935504,0.08152618,SLS,12,0,49,6,4,8,0,0,0,1
874,WISEA J114428.27+514623.6,11h44m28.2728s,+51d46m23.614s,176.1178035,51.7732262,G,42203.0224555115,0.14077413,SLS,8,0,51,7,5,8,0,0,0,1
875,WISEA J135247.69+504812.6,13h52m47.6905s,+50d48m12.699s,208.1987104,50.8035276,G,43001.330798146,0.143437,SLS,2,0,33,7,4,4,0,0,0,1
876,WISEA J140024.38+502530.7,14h00m24.3895s,+50d25m30.756s,210.1016233,50.42521,G,37740.3628904414,0.1258883,SLS,12,0,66,9,6,10,0,0,1,1
877,WISEA J141617.96+505153.0,14h16m17.9602s,+50d51m53.075s,214.0748342,50.8647431,G,22143.834142617,0.07386388,SLS,10,0,32,7,6,4,0,0,0,1
